date,phc_id,state,district,city,latitude,longitude,medicine,medicine_category,patient_count,opd_count,ipd_count,disease_cases,mortality,opening_stock,received_quantity,dispensed_quantity,closing_stock,current_stock,daily_consumption,supply_lead_time,incoming_supply,bed_occupancy,medicine_availability,temperature,rainfall,humidity,vaccination_coverage,previous_7_day_demand,previous_30_day_demand,next_7_day_demand,future_stock_min,stock_out
2023-08-03,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,61,54,7,11,0,376,0,43,333,333,43,3,0,0.36421089209599994,1.0,19.316729543562346,11.273909386366011,58.493059262786275,0.6082492726237605,483.0,1904.0,466.0,96.0,0
2023-08-04,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,114,102,12,19,0,333,0,51,282,282,51,4,0,0.6677287351017623,1.0,38.013144466114966,6.921988547292546,83.69890781177925,0.907154160671932,464.0,1887.0,511.0,96.0,0
2023-08-05,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,128,115,13,27,0,282,0,49,233,233,49,1,0,0.7332095642109517,1.0,40.50457046581589,24.04149443897614,43.210732436062614,0.9318125968154976,456.0,1857.0,541.0,96.0,0
2023-08-06,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,84,75,9,26,0,233,0,76,157,157,76,2,0,0.46032114748056824,1.0,40.77306460842603,34.61265835909103,64.5889370393173,0.7917446707992355,414.0,1864.0,516.0,96.0,0
2023-08-07,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,167,150,17,61,1,157,0,61,96,96,61,3,0,0.9111306900069771,1.0,15.816562788209255,0.0807608217359923,85.36977012987586,0.8374936160336115,422.0,1884.0,499.0,297.0,0
2023-08-08,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,28,25,3,5,0,96,700,74,722,722,74,1,700,0.16941774294884315,1.0,31.51705135015058,15.502161715659247,65.6780251001735,0.7922785602466602,411.0,1867.0,471.0,251.0,0
2023-08-09,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,119,107,12,23,0,722,0,72,650,650,72,5,0,0.5121474808652331,1.0,44.20529302703885,33.92612417588663,40.20368327320156,0.872080423220242,432.0,1892.0,458.0,192.0,0
2023-08-10,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,40,36,4,6,0,650,0,83,567,567,83,2,0,0.16846617264932714,1.0,43.14618252133885,26.480867058449377,64.45024970521331,0.618283032851988,426.0,1882.0,439.0,128.0,0
2023-08-11,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,167,150,17,39,0,567,0,96,471,471,96,1,0,0.9579660508266636,1.0,30.2459777359528,3.3784557338022436,89.23601932086686,0.7568175972577647,466.0,1900.0,407.0,128.0,0
2023-08-12,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,41,36,5,9,0,471,0,79,392,392,79,2,0,0.2655232740526436,1.0,19.67284741207623,10.730266371111524,33.3503278986782,0.6740441763605688,511.0,1929.0,387.0,128.0,0
2023-08-13,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,86,77,9,24,0,392,0,51,341,341,51,2,0,0.389561834544229,1.0,19.750823456559466,5.173761571556251,53.227552516497724,0.6999850477744834,541.0,1953.0,385.0,128.0,0
2023-08-14,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,65,58,7,18,0,341,0,44,297,297,44,5,0,0.3357009545798821,1.0,21.422521390667903,18.221079400592917,83.43333261476529,0.7226601223589215,516.0,1932.0,383.0,128.0,0
2023-08-15,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,112,100,12,41,0,297,0,46,251,251,46,3,0,0.6899542635029366,1.0,43.631592207647316,29.896415745842624,73.52240651525644,0.6262798377331127,499.0,1931.0,398.0,128.0,0
2023-08-16,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,54,48,6,14,0,251,0,59,192,192,59,3,0,0.3387508420724042,1.0,42.55671259940578,38.05019573829781,55.65562554268743,0.7220976187770193,471.0,1918.0,406.0,128.0,0
2023-08-17,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,70,63,7,15,0,192,0,64,128,128,64,1,0,0.37296472821575516,1.0,38.089437449288,17.694692143573448,55.70464472908371,0.8369441943156098,458.0,1906.0,422.0,406.0,0
2023-08-18,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,122,109,13,29,0,128,700,64,764,764,64,1,700,0.6710782546365643,1.0,24.64670757597942,28.036829608244275,81.69422970653609,0.923183361426128,439.0,1919.0,441.0,323.0,0
2023-08-19,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,125,112,13,44,0,764,0,59,705,705,59,3,0,0.6386556856388023,1.0,17.983062872452177,29.29488071842586,30.314731886840743,0.7086423185125275,407.0,1913.0,427.0,278.0,0
2023-08-20,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,39,35,4,4,0,705,0,49,656,656,49,4,0,0.2150913383945397,1.0,26.337118809840256,30.517790280103373,67.03978718390017,0.7425312131177013,387.0,1906.0,437.0,219.0,0
2023-08-21,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,51,45,6,16,0,656,0,42,614,614,42,2,0,0.257066336956345,1.0,21.611161643389924,35.20612708561404,79.13423351736944,0.7626400848149055,385.0,1909.0,442.0,172.0,0
2023-08-22,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,46,41,5,15,0,614,0,61,553,553,61,3,0,0.20125066054952012,1.0,15.828084567054692,30.7272062293819,40.83091303764128,0.8032977516647847,383.0,1906.0,454.0,99.0,0
2023-08-23,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,120,108,12,29,0,553,0,67,486,486,67,5,0,0.709520596359264,1.0,22.963633842752767,41.00544690424753,88.74383612895409,0.633573398816599,398.0,1889.0,468.0,99.0,0
2023-08-24,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,45,40,5,6,0,486,0,80,406,406,80,5,0,0.232880613413303,1.0,28.921065836449444,29.50557092316367,58.27749280484552,0.7293960214691405,406.0,1891.0,483.0,99.0,0
2023-08-25,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,172,154,18,28,0,406,0,83,323,323,83,5,0,0.9578726299523229,1.0,22.21198321807245,49.241794849256756,48.78885592085303,0.7996682011573528,422.0,1902.0,446.0,99.0,0
2023-08-26,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,93,83,10,19,0,323,0,45,278,278,45,5,0,0.5295483314991709,1.0,35.47527923005804,42.16664424252608,33.99244327839785,0.8493075390824053,441.0,1936.0,472.0,99.0,0
2023-08-27,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,37,33,4,11,0,278,0,59,219,219,59,4,0,0.16718517750295378,1.0,36.46483081731522,32.61380109174167,49.30159497819891,0.8335785277610639,427.0,1919.0,481.0,99.0,0
2023-08-28,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,139,125,14,22,0,219,0,47,172,172,47,1,0,0.7180687036512762,1.0,22.482840292039477,3.163515822030727,34.773604849188374,0.8135560490287579,437.0,1919.0,479.0,99.0,0
2023-08-29,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,131,117,14,28,0,172,0,73,99,99,73,3,0,0.7331664021554155,1.0,24.435265139367615,0.14616522261273746,70.35340726165232,0.7582994469624352,442.0,1875.0,468.0,331.0,0
2023-08-30,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,103,92,11,16,0,99,700,81,718,718,81,2,700,0.6582556800841429,1.0,16.84788756698339,42.34480884106826,51.72888887688856,0.7251638960849555,454.0,1880.0,455.0,263.0,0
2023-08-31,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,135,121,14,46,0,718,0,95,623,623,95,3,0,0.6123507883600603,1.0,17.670360583769952,35.80427516240167,39.77457673103908,0.8195139890475317,468.0,1889.0,439.0,184.0,0
2023-09-01,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,80,72,8,8,0,623,0,46,577,577,46,1,0,0.3391089181120331,1.0,23.14300184777541,1.802018967702751,57.912843322987754,0.947425002309739,483.0,1931.0,447.0,130.0,0
2023-09-02,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,151,135,16,59,1,577,0,71,506,506,71,1,0,0.9050876874542045,1.0,32.21297134572157,22.900379214312927,80.09483253109859,0.8027413152035894,446.0,1899.0,447.0,130.0,0
2023-09-03,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,119,107,12,15,0,506,0,68,438,438,68,5,0,0.6759057678590582,1.0,44.60847635364874,34.08814944398511,35.56056525179214,0.6601424339115695,472.0,1927.0,443.0,130.0,0
2023-09-04,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,121,108,13,42,0,438,0,45,393,393,45,4,0,0.5616312423790865,1.0,21.149390275748964,42.391625270600144,48.79006593447866,0.7620577440259715,481.0,1944.0,461.0,130.0,0
2023-09-05,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,94,84,10,12,0,393,0,62,331,331,62,1,0,0.5126707623493972,1.0,32.49078660146482,42.326970074847274,83.17178568383952,0.8349859510503934,479.0,1940.0,491.0,130.0,0
2023-09-06,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,51,45,6,5,0,331,0,68,263,263,68,1,0,0.2670379135198458,1.0,28.048856754545355,1.0422069023997393,61.42308830246459,0.8849895341466005,468.0,1926.0,479.0,130.0,0
2023-09-07,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,169,152,17,36,0,263,0,79,184,184,79,5,0,1.0,1.0,42.68682687518971,38.1401258960339,45.52935378198608,0.7642678884560108,455.0,1933.0,442.0,130.0,0
2023-09-08,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,108,97,11,17,0,184,0,54,130,130,54,1,0,0.6306490535484357,1.0,22.84061906057834,9.733633161510962,50.7653318020515,0.8432465806782393,439.0,1938.0,432.0,398.0,0
2023-09-09,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,120,108,12,12,0,130,700,71,759,759,71,1,700,0.5012561249075193,1.0,22.282269835260195,27.03060199896663,58.41314787742469,0.8742103023961936,447.0,1920.0,420.0,339.0,0
2023-09-10,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,124,111,13,47,0,759,0,64,695,695,64,4,0,0.5443781483854864,1.0,18.599582550121372,11.523938266057248,77.78231552537649,0.6822950143981623,447.0,1908.0,410.0,285.0,0
2023-09-11,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,42,37,5,10,0,695,0,63,632,632,63,5,0,0.22399892899817625,1.0,15.373561457357809,23.265580415089985,75.50683100315104,0.8609877342616148,443.0,1876.0,426.0,206.0,0
2023-09-12,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,65,58,7,9,0,632,0,92,540,540,92,3,0,0.3510486356269779,1.0,34.3764359595482,42.083976608765134,73.47929927792781,0.6496002026898211,461.0,1860.0,385.0,155.0,0
2023-09-13,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,56,50,6,15,0,540,0,56,484,484,56,3,0,0.3452109349772063,1.0,23.45776331105662,14.687013871524096,78.84723531438783,0.7966238210673092,491.0,1901.0,370.0,114.0,0
2023-09-14,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,32,28,4,4,0,484,0,42,442,442,42,2,0,0.23933027483353453,1.0,32.5838701471517,23.790546548146473,78.18743069122038,0.8069213878808175,479.0,1913.0,408.0,114.0,0
2023-09-15,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,35,31,4,4,0,442,0,44,398,398,44,1,0,0.212278264659149,1.0,30.336313090024007,8.203125422116802,46.49960686185792,0.931212744821486,442.0,1909.0,416.0,114.0,0
2023-09-16,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,56,50,6,20,0,398,0,59,339,339,59,3,0,0.28096720284717625,1.0,22.156752234941198,24.60972431151743,46.54622206521599,0.8336492751952078,432.0,1894.0,409.0,114.0,0
2023-09-17,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,69,62,7,17,0,339,0,54,285,285,54,3,0,0.35011668654427613,1.0,36.21628488753289,31.955915350795177,59.880911360635345,0.8660205118863931,420.0,1889.0,410.0,114.0,0
2023-09-18,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,89,80,9,18,0,285,0,79,206,206,79,1,0,0.39162331010878065,1.0,40.70008862524277,30.659947900466033,85.64609826604166,0.6323447416341405,410.0,1879.0,379.0,114.0,0
2023-09-19,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,40,36,4,5,0,206,0,51,155,155,51,3,0,0.2271815316528326,1.0,34.01619293992428,20.853104503500713,32.613398513565954,0.8297479970911301,426.0,1899.0,376.0,114.0,0
2023-09-20,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,88,79,9,27,0,155,0,41,114,114,41,2,0,0.41988516440904816,1.0,35.03455366578199,10.654226835397479,39.14194188779464,0.8215451549648365,385.0,1901.0,415.0,399.0,0
2023-09-21,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,175,157,18,63,0,114,700,80,734,734,80,5,700,0.7297410578456837,1.0,23.12588839000911,46.200787874214996,52.61857667942427,0.6464046205352811,370.0,1900.0,402.0,332.0,0
2023-09-22,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,57,51,6,21,0,734,0,52,682,682,52,4,0,0.32823437207382833,1.0,23.559050226673705,47.02492005581239,85.82386475509813,0.7537122603452201,408.0,1919.0,402.0,280.0,0
2023-09-23,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,60,54,6,21,0,682,0,52,630,630,52,2,0,0.32146653781035,1.0,40.279258522404874,32.93566253009465,75.8129342146504,0.7567189152749009,416.0,1904.0,395.0,235.0,0
2023-09-24,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,124,111,13,44,0,630,0,55,575,575,55,3,0,0.5993419942957727,1.0,32.07022218193056,29.340022430529977,86.47919264266483,0.8428179057712648,409.0,1876.0,374.0,201.0,0
2023-09-25,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,43,38,5,15,0,575,0,48,527,527,48,3,0,0.25341415231402326,1.0,30.50434382294582,39.91064514682004,74.35456364670455,0.8790247659226231,410.0,1848.0,370.0,157.0,0
2023-09-26,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,129,116,13,50,0,527,0,48,479,479,48,5,0,0.6651073604551997,1.0,40.93769565608527,44.238946050502,66.62259454846567,0.6543394265827109,379.0,1851.0,386.0,93.0,0
2023-09-27,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,109,98,11,19,0,479,0,80,399,399,80,2,0,0.4872242132372317,1.0,17.937531446772017,38.843025429869485,72.17429978074021,0.7697128021664876,376.0,1840.0,355.0,93.0,0
2023-09-28,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,141,126,15,20,0,399,0,67,332,332,67,1,0,0.649250415702613,1.0,37.4521167078308,49.82438886213993,74.26875388114836,0.7110679730008647,415.0,1873.0,327.0,93.0,0
2023-09-29,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,55,49,6,10,0,332,0,52,280,280,52,2,0,0.2675498306524665,1.0,36.497347176871244,42.59049651289556,70.64398983593156,0.9027329798744386,402.0,1867.0,342.0,93.0,0
2023-09-30,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,81,72,9,19,0,280,0,45,235,235,45,5,0,0.3693524053250379,1.0,16.30700903636531,14.876110074669318,34.130345999836514,0.75035884292925,402.0,1838.0,362.0,93.0,0
2023-10-01,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,77,69,8,18,0,235,0,34,201,201,34,3,0,0.3796519269458051,1.0,42.51102356419118,3.020655533561334,46.56166482776824,0.6339396979457241,395.0,1788.0,363.0,93.0,0
2023-10-02,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,63,56,7,16,0,201,0,44,157,157,44,1,0,0.30509156432530266,1.0,42.48200800927953,0.9459483983987094,45.6063736856102,0.7452702535723557,374.0,1776.0,370.0,93.0,0
2023-10-03,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,112,100,12,35,0,157,0,64,93,93,64,5,0,0.5631996967170607,1.0,30.823435843799423,1.4057360142505904,59.512353173175725,0.7775900244517068,370.0,1749.0,339.0,454.0,0
2023-10-04,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,30,27,3,11,0,93,700,49,744,744,49,5,700,0.13088064084709963,1.0,30.476802656033364,3.5499970863764334,23.733174064090697,0.6420367428952505,386.0,1745.0,337.0,407.0,0
2023-10-05,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,56,50,6,16,0,744,0,39,705,705,39,3,0,0.3187088306783305,1.0,22.054447148436726,0.674515395612561,45.70103794398006,0.9437036675341859,355.0,1749.0,360.0,345.0,0
2023-10-06,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,102,91,11,23,0,705,0,67,638,638,67,2,0,0.4994855059020738,1.0,20.863995146957095,1.4189609350203773,47.08762927464942,0.8900275094356953,327.0,1726.0,325.0,313.0,0
2023-10-07,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,123,110,13,43,0,638,0,65,573,573,65,4,0,0.5263489611398896,1.0,20.55731742628826,0.7415838270273206,51.007027684442605,0.8258245060471205,342.0,1725.0,295.0,278.0,0
2023-10-08,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,46,41,5,13,0,573,0,35,538,538,35,3,0,0.26649424843337455,1.0,21.74915271511488,1.8809000847010076,28.862005214028777,0.8677155419159996,362.0,1711.0,309.0,229.0,0
2023-10-09,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,26,23,3,9,0,538,0,51,487,487,51,5,0,0.17429465539769065,1.0,29.40364267738012,1.1955852001536393,42.91346810362919,0.7280315114074615,363.0,1692.0,302.0,185.0,0
2023-10-10,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,26,23,3,9,0,487,0,33,454,454,33,2,0,0.1501872596901903,1.0,43.273024764966536,2.1583713194184133,44.00537818213374,0.8853545019825221,370.0,1672.0,303.0,151.0,0
2023-10-11,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,33,29,4,7,0,454,0,47,407,407,47,5,0,0.22517185811823182,1.0,44.891764211874374,1.4543947820160978,44.939458477482965,0.724481870980344,339.0,1641.0,300.0,107.0,0
2023-10-12,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,69,62,7,14,0,407,0,62,345,345,62,5,0,0.33015882268269237,1.0,21.315111164434274,0.4501207148278741,50.96893387003979,0.9199472454914519,337.0,1625.0,294.0,107.0,0
2023-10-13,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,22,19,3,5,0,345,0,32,313,313,32,2,0,0.15992221975265225,1.0,16.449494820678446,1.8621726436929826,31.870334736550422,0.6442595875098943,360.0,1595.0,336.0,107.0,0
2023-10-14,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,96,86,10,20,0,313,0,35,278,278,35,5,0,0.5074887116980746,1.0,25.18514823398225,2.3567512768466843,23.684344298989643,0.7650167547265397,325.0,1571.0,343.0,107.0,0
2023-10-15,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,42,37,5,14,0,278,0,49,229,229,49,3,0,0.28170425354999784,1.0,38.3618303979803,4.929165261789658,59.74909414139401,0.6318773195950712,295.0,1564.0,333.0,107.0,0
2023-10-16,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,70,63,7,26,0,229,0,44,185,185,44,4,0,0.3629140053144881,1.0,39.057870114544954,1.8305111491277781,22.98126872354153,0.6272257606505159,309.0,1569.0,338.0,107.0,0
2023-10-17,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,47,42,5,6,0,185,0,34,151,151,34,1,0,0.29342318254059974,1.0,20.810836400612132,4.26636768410277,58.88509545746402,0.8603777490904341,302.0,1554.0,370.0,107.0,0
2023-10-18,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,21,18,3,7,0,151,0,44,107,107,44,2,0,0.15341962727429032,1.0,16.581541781328102,1.9032482114764004,29.299004209238674,0.926438836090598,303.0,1534.0,361.0,446.0,0
2023-10-19,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,58,52,6,12,0,107,700,56,751,751,56,2,700,0.33065289947736104,1.0,40.91310962942654,0.7620326271563266,26.389096476438148,0.8353409986756714,300.0,1499.0,344.0,407.0,0
2023-10-20,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,69,62,7,26,0,751,0,74,677,677,74,3,0,0.33388283198599344,1.0,39.35235010315594,2.162484176528097,23.68969717529259,0.6788573084343213,294.0,1504.0,329.0,348.0,0
2023-10-21,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,108,97,11,24,0,677,0,42,635,635,42,4,0,0.6039783248745123,1.0,19.756685979592152,4.656512037069486,37.638728070022815,0.6439889755739069,336.0,1537.0,330.0,305.0,0
2023-10-22,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,73,65,8,15,0,635,0,39,596,596,39,2,0,0.4703503372265404,1.0,26.695216761650627,2.4650538453508926,45.76064480549553,0.864644977077738,343.0,1499.0,342.0,254.0,0
2023-10-23,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,58,52,6,12,0,596,0,49,547,547,49,1,0,0.3038881293409455,1.0,35.76252111268831,1.8001084252212847,51.269228585592906,0.7314044315005457,333.0,1486.0,361.0,186.0,0
2023-10-24,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,67,60,7,10,0,547,0,66,481,481,66,2,0,0.39250436329559046,1.0,33.521558234534254,4.7133892387090235,46.19995293824301,0.817828248590503,338.0,1483.0,341.0,140.0,0
2023-10-25,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,57,51,6,20,0,481,0,35,446,446,35,3,0,0.2844625507460197,1.0,17.072843560992283,2.1409935894007748,24.914455517523667,0.9244435152573404,370.0,1494.0,348.0,140.0,0
2023-10-26,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,62,55,7,11,0,446,0,39,407,407,39,5,0,0.34514349241218856,1.0,23.398776235827988,0.917797098125061,20.193233815845314,0.9415053332308829,361.0,1481.0,382.0,140.0,0
2023-10-27,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,69,62,7,21,0,407,0,59,348,348,59,2,0,0.3293209281418108,1.0,27.476777323575632,2.740296200914316,41.248950601994025,0.775929353205207,344.0,1472.0,367.0,140.0,0
2023-10-28,PHC-002,Maharashtra,Nagpur,Nagpur,18.43843639370541,70.59594438876141,Amoxicillin 250mg,Antibiotic,74,66,8,17,0,348,0,43,305,305,43,3,0,0.44179525460161734,1.0,27.81475989390775,1.60343279178853,45.345910955022646,0.7690904132349746,329.0,1451.0,376.0,140.0,0
